Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
2.03,2.11,2.66,2.64,2.9,3.58,0.95,3.25,0.0,4.61,3.51,5.44,4.89
2.0,2.11,2.69,2.59,2.85,3.54,0.96,3.24,0.0,4.56,3.5,5.34,4.8
1.99,2.17,2.71,2.66,2.9,3.55,0.95,3.28,0.0,4.61,3.54,5.34,4.84
1.99,2.15,2.7,2.69,2.89,3.55,0.95,3.21,0.0,4.5,3.47,5.44,4.86
1.94,2.11,2.69,2.63,2.91,3.58,0.98,3.24,0.0,4.53,3.46,5.55,5.01
2.03,2.11,2.71,2.69,3.01,3.59,0.95,3.24,0.0,4.53,3.42,5.63,4.99
2.01,2.13,2.66,2.63,2.9,3.58,0.94,3.13,0.0,4.66,3.42,5.74,4.89
2.03,2.11,2.66,2.64,2.96,3.63,0.95,3.1,0.01,4.61,3.36,5.81,5.05
2.09,2.15,2.71,2.65,2.95,3.59,0.91,3.13,0.0,4.59,3.31,5.78,5.05
2.06,2.17,2.69,2.64,2.9,3.55,0.91,3.1,0.0,4.47,3.33,5.81,5.01
2.09,2.16,2.69,2.63,2.95,3.63,0.95,3.15,0.0,4.59,3.41,5.81,5.07
2.09,2.15,2.71,2.64,2.92,3.59,0.94,3.13,0.0,4.56,3.46,5.89,5.05
2.05,2.15,2.65,2.67,2.85,3.59,0.91,3.13,0.0,4.56,3.4,5.93,5.1
2.05,2.17,2.66,2.6,2.91,3.58,0.94,3.19,0.01,4.47,3.38,5.93,5.01
2.09,2.16,2.74,2.71,2.95,3.54,0.98,3.14,0.0,4.47,3.42,5.93,5.01
2.11,2.15,2.72,2.64,2.9,3.59,0.94,3.17,0.0,4.61,3.42,6.01,5.01
2.09,2.16,2.72,2.66,3.01,3.64,0.95,3.11,0.0,4.56,3.46,6.01,5.07
